runtime,result
4.3800002913485514e-07,2329420187
4.620000026989146e-07,3304933775
4.6000002384971594e-07,2914000856
4.349999471742194e-07,3339476052
4.610000132743153e-07,3016915704
4.7399998948094435e-07,3125292417
4.620000026989146e-07,3636198407
4.5799993131367955e-07,2320334664
5.140000212122686e-07,3131492324
4.480000370676862e-07,2208242912
4.75999968330143e-07,3952812314
4.749999789055437e-07,2996797905
4.690000423579477e-07,4240830571
4.70000031782547e-07,2887488587
4.569999418890802e-07,2880550022
4.610000132743153e-07,2307027382
4.529999841906829e-07,4055723138
4.800000397153781e-07,2330965000
4.3300008201185847e-07,3872028483
4.699999180957093e-07,3462329122
4.889999445367721e-07,3827627695
4.3899990487261675e-07,4023141427
4.639999815481133e-07,2820773380
4.5799993131367955e-07,2184927227
4.580000450005173e-07,3092082756
4.290000106266234e-07,2728410047
5.050000027040369e-07,3125235146
4.3000000005122274e-07,3597119228
4.589999207382789e-07,3879387124
4.859999762629741e-07,2279553946
4.4400007936928887e-07,3037166564
4.620000026989146e-07,2457158834
4.4600005821848754e-07,2989170259
4.500000159168849e-07,3111314064
4.849999868383748e-07,3148807011
4.370000397102558e-07,4085127365
4.4400007936928887e-07,4045476978
4.4399996568245115e-07,3509128485
4.3800002913485514e-07,4077580255
4.4099999740865314e-07,4033359250
4.3300008201185847e-07,2530293630
4.70000031782547e-07,3039695402
4.510000053414842e-07,4130207452
4.4999990223004716e-07,3204935391
4.859999762629741e-07,3533617515
4.580000450005173e-07,4066139906
4.599999101628782e-07,4198661219
4.5199999476608355e-07,2739086522
4.859999762629741e-07,2793294421
4.620000026989146e-07,3692244958
4.5799993131367955e-07,3678424070
4.480000370676862e-07,2747888658
4.500000159168849e-07,3274961235
4.679999392465106e-07,2398289878
4.660000740841497e-07,3714894053
4.639999815481133e-07,4056971012
4.6599996039731195e-07,3096116052
4.3600005028565647e-07,2168253731
4.75999968330143e-07,3399564080
4.529999841906829e-07,2406104940
9.200000476994319e-07,2643795027
5.160000000614673e-07,4032364846
4.73000000056345e-07,3638451868
4.4900002649228554e-07,3686928510
4.4699993395624915e-07,4248911568
4.23999949816789e-07,4081526803
4.7100002120714635e-07,2532294725
4.370000397102558e-07,4019120209
4.4699993395624915e-07,2425161131
4.7600008201698074e-07,3894436070
4.690000423579477e-07,2591015811
5.020000344302389e-07,3063373758
4.4399996568245115e-07,4213756533
4.5700005557591794e-07,3989092311
4.779999471793417e-07,3178200948
4.620000026989146e-07,4217753423
4.4099999740865314e-07,3452524434
4.580000450005173e-07,2341895084
4.5499996303988155e-07,4225919010
4.4399996568245115e-07,3743167706
4.4099999740865314e-07,3177651234
4.4900002649228554e-07,3912540559
4.4399996568245115e-07,2480108426
4.590000344251166e-07,2414748540
4.669999498219113e-07,2450392844
4.3000000005122274e-07,2595524115
4.539999736152822e-07,4111243168
4.7100002120714635e-07,2341055675
4.400000079840538e-07,4160334854
4.480000370676862e-07,2150252547
4.529999841906829e-07,3811421587
4.5799993131367955e-07,2706786728
4.580000450005173e-07,3366616725
4.749999789055437e-07,3410434663
4.4099999740865314e-07,3346671970
4.620000026989146e-07,3029803525
4.6599996039731195e-07,4224945493
4.910000370728085e-07,2347137455
4.559999524644809e-07,2907401487
4.6899992867110996e-07,3496124655
4.450000687938882e-07,2539890252
4.4600005821848754e-07,3618542645
4.4300008994468953e-07,3344187614
4.75999968330143e-07,4292388732
4.4900002649228554e-07,3811335613
4.749999789055437e-07,2958023980
4.479999233808485e-07,4257614200
4.6599996039731195e-07,3741404225
4.4400007936928887e-07,2973205069
4.339999577496201e-07,2285033168
4.769999577547424e-07,4212607302
4.660000740841497e-07,3728873817
4.6899992867110996e-07,3008738792
1.3353999975151964e-05,3124302979
4.5799993131367955e-07,4190237169
4.800000397153781e-07,4034240271
4.859999762629741e-07,3009063039
4.290000106266234e-07,4208020126
4.779999471793417e-07,2524583016
4.6599996039731195e-07,2652550653
4.669999498219113e-07,4092097105
4.419999868332525e-07,3870675662
4.6000002384971594e-07,2435032427
4.910000370728085e-07,3412941618
4.7399998948094435e-07,3737374476
4.5700005557591794e-07,2460755560
4.899999339613714e-07,2525120574
4.7399998948094435e-07,2493565137
4.820000185645767e-07,3352160776
4.610000132743153e-07,2922445256
4.830000079891761e-07,2522082680
4.889999445367721e-07,2419007469
5.19000082022103e-07,3858662389
4.75999968330143e-07,3213100768
5.189999683352653e-07,3352833327
5.020000344302389e-07,3439245171
4.919999128105701e-07,3839169617
4.899999339613714e-07,4177848229
4.999999418942025e-07,2793067634
4.989999524696032e-07,3685669976
5.130000317876693e-07,3174103274
4.879999551121728e-07,2729231878
5.050000027040369e-07,3404044656
4.849999868383748e-07,3668221257
4.960000978826429e-07,2841961400
1.3790000025437621e-05,3046177436
4.859999762629741e-07,3317613536
4.949999947712058e-07,2247256030
4.779999471793417e-07,2863582377
4.839999974137754e-07,2148265183
5.129999181008316e-07,4138703323
5.09000074089272e-07,2672295556
4.989999524696032e-07,2512225884
4.73000000056345e-07,3575139014
4.899999339613714e-07,3961720284
4.859999762629741e-07,2926833645
5.199999577598646e-07,3631697756
4.78999936603941e-07,3193577074
4.890000582236098e-07,3722527694
5.119999286762322e-07,3050162509
4.849999868383748e-07,4244260673
4.75999968330143e-07,4233826540
5.050000027040369e-07,3719003878
4.720000106317457e-07,4282600048
5.059999921286362e-07,3864074336
4.6299999212351395e-07,3950908138
5.099999498270336e-07,2939376283
4.6300010581035167e-07,2974504176
4.949999947712058e-07,2615264567
4.639999815481133e-07,3790441625
4.890000582236098e-07,4189590269
4.590000344251166e-07,2369272692
4.810000291399774e-07,3686384767
5.440000450107618e-07,2797934922
4.869999656875734e-07,4121375583
4.969999736204045e-07,3649805835
4.900000476482091e-07,3574046709
5.010000450056395e-07,3372631561
4.959999841958052e-07,2289273161
5.199999577598646e-07,2520356351
4.900000476482091e-07,2984557108
4.839999974137754e-07,3493325332
5.099999498270336e-07,2249547696
4.899999339613714e-07,2717697766
5.219999366090633e-07,3650425764
4.620000026989146e-07,2713075398
5.100000635138713e-07,3091522924
5.340000370779308e-07,3595595815
4.820000185645767e-07,2795903406
4.880000687990105e-07,3407900283
5.189999683352653e-07,2701360462
5.230000397205004e-07,4135483455
4.849999868383748e-07,3279150663
4.910000370728085e-07,3309945000
4.999999418942025e-07,3964560776
5.22000050295901e-07,3489565733
5.140000212122686e-07,2221628709
5.029999101680005e-07,3450039064
4.919999128105701e-07,2620268882
5.25000018569699e-07,3460741503
5.099999498270336e-07,2415378950
5.010000450056395e-07,4132350012
5.079999709778349e-07,2927490246
4.839999974137754e-07,3607853199
4.940000053466065e-07,3045944590
4.990000661564409e-07,3914207250
5.299999656926957e-07,3546370595
5.330000476533314e-07,3677551292
4.880000687990105e-07,2901542232
4.900000476482091e-07,3294928607
4.5500007672671927e-07,3870125073
4.859999762629741e-07,4005567546
4.800000397153781e-07,2905149895
4.999999418942025e-07,2659318095
5.020000344302389e-07,2159557907
5.100000635138713e-07,3883695627
4.859999762629741e-07,2533456976
5.160000000614673e-07,3553827575
4.999999418942025e-07,3107173481
5.110000529384706e-07,3197841976
5.319999445418944e-07,2148268438
4.879999551121728e-07,3081203289
5.230000397205004e-07,2295231377
4.849999868383748e-07,3826563525
5.040000132794376e-07,2268373847
5.160000000614673e-07,3252526454
5.010000450056395e-07,2412310135
4.849999868383748e-07,3065427794
5.25000018569699e-07,3761037250
4.909999233859708e-07,4079604633
5.130000317876693e-07,3859331274
5.310000688041328e-07,2553334369
5.300000793795334e-07,2597133496
5.15000010636868e-07,3703663509
4.830000079891761e-07,3412396478
4.720000106317457e-07,2694430967
5.15000010636868e-07,2247221221
5.030000238548382e-07,4009986955
4.870000793744111e-07,2820837869
5.000000555810402e-07,2986124056
4.750000925923814e-07,4047809569
4.979999630450038e-07,3472220888
4.6800005293334834e-07,2206588224
4.879999551121728e-07,2938552830
4.849999868383748e-07,2805308778
5.089999604024342e-07,3884400251
5.240000291450997e-07,3083681947
4.769999577547424e-07,2628520006
5.140000212122686e-07,4085830282
5.070000952400733e-07,3333554545
4.809999154531397e-07,3645516298
5.000000555810402e-07,3769060421
5.110000529384706e-07,3866754628
5.149998969500302e-07,4055422144
4.779999471793417e-07,3836128163
4.999999418942025e-07,4177021097
4.949999947712058e-07,3433157064
5.299999656926957e-07,3497505511
5.20999947184464e-07,4072237929
4.880000687990105e-07,3052311802
1.375600004394073e-05,2957347029
4.620000026989146e-07,2376295636
4.780000608661794e-07,2533227666
4.830000079891761e-07,2780858132
5.009999313188018e-07,2926552961
4.749999789055437e-07,3624340483
4.879999551121728e-07,2613395889
5.160000000614673e-07,3318264895
5.109999392516329e-07,3576150763
4.880000687990105e-07,2915668291
4.970000873072422e-07,2758524560
4.929999022351694e-07,2794323646
4.959999841958052e-07,2863979566
4.930000159220072e-07,2273542734
4.969999736204045e-07,2538262593
4.999999418942025e-07,2614837977
5.100000635138713e-07,2485721752
4.859999762629741e-07,2842940818
5.069999815532356e-07,2509247593
5.010000450056395e-07,3383659189
4.989999524696032e-07,3061538596
4.620000026989146e-07,2689304728
5.059999921286362e-07,3397176669
4.949999947712058e-07,3731903313
4.7600008201698074e-07,2871477631
5.160000000614673e-07,3225251828
4.849999868383748e-07,3283969824
4.820000185645767e-07,4051969969
4.830000079891761e-07,3411487682
5.199999577598646e-07,3544147616
4.6800005293334834e-07,3196349954
4.859999762629741e-07,3879220822
4.799999260285404e-07,3378713147
4.940000053466065e-07,3051308065
4.900000476482091e-07,2619946480
4.970000873072422e-07,3925768307
4.830000079891761e-07,3292820686
5.019999207434012e-07,3549287399
4.720000106317457e-07,3507289506
4.940000053466065e-07,2456543563
4.979999630450038e-07,3834610893
4.910000370728085e-07,3957652858
4.75999968330143e-07,2516778032
4.839999974137754e-07,4050674867
4.770000714415801e-07,3346634738
4.7399998948094435e-07,3947108250
4.720000106317457e-07,3627937000
4.709999075203086e-07,2407443804
8.460000344712171e-07,2896937793
5.109999392516329e-07,2341000622
4.839999974137754e-07,4233330279
5.260000079942984e-07,2309995689
5.069999815532356e-07,2366553228
4.800000397153781e-07,2300333127
5.040000132794376e-07,3187876864
5.15000010636868e-07,2563076003
4.839999974137754e-07,2890179202
4.900000476482091e-07,4100633387
5.1200004236307e-07,2374520774
4.869999656875734e-07,2843369633
4.459999445316498e-07,2618362941
4.669999498219113e-07,2857123774
4.529999841906829e-07,3851380047
4.67000063508749e-07,3160025077
4.580000450005173e-07,2898666763
4.7399998948094435e-07,3894419734
4.7100002120714635e-07,3973668616
4.910000370728085e-07,3305863192
4.699999180957093e-07,4061882169
4.990000661564409e-07,4055400069
4.769999577547424e-07,2818817594
5.009999313188018e-07,3458097141
4.6000002384971594e-07,2594958359
4.6299999212351395e-07,2840389039
4.869999656875734e-07,2901793913
4.800000397153781e-07,2900845263
4.649999709727126e-07,2452787579
5.189999683352653e-07,3884805481
4.820000185645767e-07,3387972049
4.820000185645767e-07,3411619888
4.890000582236098e-07,3860955695
4.690000423579477e-07,2743519357
4.769999577547424e-07,3070974076
4.649999709727126e-07,2629467922
4.620000026989146e-07,4241555549
4.610000132743153e-07,2193879075
4.649999709727126e-07,3815204654
4.820000185645767e-07,2715258243
4.559999524644809e-07,3099891610
4.649999709727126e-07,3933636371
4.859999762629741e-07,3877777926
4.660000740841497e-07,2676906611
4.660000740841497e-07,2637283965
4.569999418890802e-07,3400759516
4.690000423579477e-07,2445480900
4.669999498219113e-07,4139883748
4.7100002120714635e-07,3636962323
4.6299999212351395e-07,2735313409
4.7100002120714635e-07,2840242434
4.979999630450038e-07,3973863981
4.780000608661794e-07,4053575309
4.620000026989146e-07,2877327586
4.709999075203086e-07,2960613511
4.890000582236098e-07,3848704119
5.110000529384706e-07,3317823755
4.589999207382789e-07,2687670554
4.940000053466065e-07,2471184744
4.70000031782547e-07,2556262158
4.690000423579477e-07,2150064102
4.7100002120714635e-07,4038320720
4.73000000056345e-07,2829011997
4.959999841958052e-07,4184838350
4.890000582236098e-07,4018517272
4.810000291399774e-07,2652165712
5.099999498270336e-07,3815149712
5.069999815532356e-07,2355997301
4.940000053466065e-07,4186745024
4.5700005557591794e-07,2465047235
4.769999577547424e-07,3970134639
4.849999868383748e-07,2909513539
5.099999498270336e-07,2507263439
4.5799993131367955e-07,3194094077
4.940000053466065e-07,3630865363
4.6300010581035167e-07,3103548787
4.910000370728085e-07,3423947900
4.930000159220072e-07,3319545273
4.75999968330143e-07,2910373758
4.849999868383748e-07,4089905816
4.6800005293334834e-07,3674921103
4.839999974137754e-07,3639728866
4.75999968330143e-07,2831208278
4.969999736204045e-07,2748323179
4.950001084580435e-07,3766155562
4.910000370728085e-07,2383557646
4.649999709727126e-07,2276237460
5.160000000614673e-07,4127183987
4.910000370728085e-07,2753185806
4.810000291399774e-07,4086366747
4.6299999212351395e-07,3452321683
4.959999841958052e-07,2902120085
4.7100002120714635e-07,4184750595
4.6299999212351395e-07,2750781200
4.6299999212351395e-07,2530621553
4.870000793744111e-07,3193106551
4.949999947712058e-07,2289336740
4.6000002384971594e-07,3788731179
4.6800005293334834e-07,3788656921
5.040000132794376e-07,2154838276
5.009999313188018e-07,2982703209
4.5400008730211994e-07,4243110494
4.6299999212351395e-07,4227838997
4.839999974137754e-07,2421856370
5.160000000614673e-07,3792516089
4.6299999212351395e-07,3494661084
4.649999709727126e-07,2694593761
4.70000031782547e-07,2703941390
4.720000106317457e-07,2153208196
4.67000063508749e-07,3052135854
4.880000687990105e-07,3364880400
4.849999868383748e-07,2506887971
4.859999762629741e-07,2468113412
4.610000132743153e-07,2306416309
4.6299999212351395e-07,3226322211
4.679999392465106e-07,3862791466
4.859999762629741e-07,4233620757
4.610000132743153e-07,2600139255
4.6299999212351395e-07,3970802075
5.189999683352653e-07,3063562802
4.7100002120714635e-07,2537322770
4.790000502907787e-07,2877300281
4.870000793744111e-07,2412220630
4.810000291399774e-07,2452202721
4.669999498219113e-07,2981985355
5.050000027040369e-07,3434545961
5.050000027040369e-07,2791641060
4.6000002384971594e-07,4225132151
4.70000031782547e-07,3725984123
4.799999260285404e-07,3296974121
4.639999815481133e-07,3558398302
4.830000079891761e-07,3961305525
4.70000031782547e-07,3388384058
4.779999471793417e-07,3742922972
4.779999471793417e-07,2435311887
4.880000687990105e-07,2738464584
4.930000159220072e-07,3482779678
5.059999921286362e-07,4191242807
4.6599996039731195e-07,2353417211
5.020000344302389e-07,3852820050
4.67000063508749e-07,3663200477
4.820000185645767e-07,2717082438
4.6299999212351395e-07,2280593904
4.849999868383748e-07,2191462888
4.830000079891761e-07,4083140447
4.400000079840538e-07,4167505395
4.910000370728085e-07,4161050349
4.690000423579477e-07,4210583306
4.560000661513186e-07,3154691798
4.479999233808485e-07,3194231026
4.830000079891761e-07,3386033095
4.720000106317457e-07,3501025268
4.5499996303988155e-07,2292329664
4.6000002384971594e-07,2941896741
4.6500008465955034e-07,2323038501
4.5499996303988155e-07,4286922278
4.769999577547424e-07,4073421948
4.449999551070505e-07,3774806777
4.979999630450038e-07,2451081585
4.809999154531397e-07,2852835388
4.890000582236098e-07,2426472723
4.879999551121728e-07,2167286230
4.980000767318415e-07,2714705616
5.030000238548382e-07,3791595346
4.870000793744111e-07,2846327131
5.019999207434012e-07,3978592648
4.749999789055437e-07,3139247065
4.849999868383748e-07,3645156449
5.040000132794376e-07,3501886482
4.810000291399774e-07,3746973334
5.22000050295901e-07,3954280976
4.920000264974078e-07,3647646152
5.160000000614673e-07,3914358703
4.7399998948094435e-07,3188169388
5.010000450056395e-07,3365498348
5.099999498270336e-07,4017632928
5.040000132794376e-07,3147336706
5.070000952400733e-07,2696062802
5.009999313188018e-07,3874071824
4.859999762629741e-07,2332641031
4.920000264974078e-07,3503537079
4.620000026989146e-07,2495186736
4.81999904877739e-07,3557516137
4.7100002120714635e-07,2767294505
4.800000397153781e-07,3937040317
4.610000132743153e-07,3196089525
4.720000106317457e-07,2722965945
4.949999947712058e-07,2665649319
4.879999551121728e-07,2271233595
4.7399998948094435e-07,2531062289
4.7100002120714635e-07,2663674003
4.930000159220072e-07,3484317372
4.939998916597688e-07,4128410450
4.6299999212351395e-07,2216966085
4.749999789055437e-07,3223547643
4.610000132743153e-07,3446195530
4.720000106317457e-07,3130425075
4.910000370728085e-07,2904966684
4.839999974137754e-07,4002707010
4.709999075203086e-07,3326943247
4.6299999212351395e-07,2219474983
4.889999445367721e-07,2760633987
4.75999968330143e-07,4015448814
4.6299999212351395e-07,3036292535
4.7100002120714635e-07,3132001865
4.73000000056345e-07,3666556622
4.859999762629741e-07,2412339444
4.70000031782547e-07,4099400700
4.5499996303988155e-07,2254676881
4.779999471793417e-07,2977631966
4.869999656875734e-07,3219843192
5.050000027040369e-07,3245218544
4.980000767318415e-07,4083189794
4.6000002384971594e-07,3727504908
4.829998943023384e-07,3941329827
4.969999736204045e-07,4279820489
5.09000074089272e-07,4173841769
4.720000106317457e-07,3456799840
4.799999260285404e-07,2455608810
4.830000079891761e-07,2214642791
5.109999392516329e-07,3360302465
4.830000079891761e-07,4163629295
4.610000132743153e-07,4190797649
4.81999904877739e-07,2917432472
5.140000212122686e-07,2730557776
4.649999709727126e-07,3051768129
4.879999551121728e-07,2325686692
4.749999789055437e-07,3734986673
4.70000031782547e-07,2500922106
4.720000106317457e-07,3525039555
4.859999762629741e-07,2291617272
4.720000106317457e-07,4087288407
4.890000582236098e-07,3614768793
4.590000344251166e-07,2667919423
4.870000793744111e-07,3951023001
4.959999841958052e-07,3778892493
4.6899992867110996e-07,3964353635
4.669999498219113e-07,2412810260
4.870000793744111e-07,2335126500
4.839999974137754e-07,3665359475
4.6099989958747756e-07,2402717625
4.64000095234951e-07,4276737330
4.830000079891761e-07,3480426424
4.7100002120714635e-07,4012152370
4.75999968330143e-07,2471203024
4.590000344251166e-07,2610961477
5.189999683352653e-07,3205736061
4.969999736204045e-07,3101041759
6.700000767523306e-07,3126225483
4.6800005293334834e-07,3380500926
4.75999968330143e-07,2817873570
4.489999128054478e-07,4245537897
4.500000159168849e-07,3899692802
4.769999577547424e-07,3144899646
4.560000661513186e-07,2995793649
4.529999841906829e-07,3157918010
4.7399998948094435e-07,4211826402
4.889999445367721e-07,2323259003
4.979999630450038e-07,3454040509
5.15000010636868e-07,3431413137
4.590000344251166e-07,3639651628
4.6000002384971594e-07,3633493148
4.859999762629741e-07,3469302755
4.910000370728085e-07,2213990001
4.73000000056345e-07,4175236610
4.860000899498118e-07,3869365826
4.649999709727126e-07,2772949642
4.900000476482091e-07,2456250506
4.830000079891761e-07,3883462950
4.979999630450038e-07,3379961648
4.879999551121728e-07,4265413238
4.73000000056345e-07,3235733419
4.870000793744111e-07,4151668989
4.6800005293334834e-07,3471788435
4.769999577547424e-07,2996600390
5.219999366090633e-07,2273284221
4.749999789055437e-07,3790909979
4.67000063508749e-07,3958088197
4.7600008201698074e-07,4252300723
5.050000027040369e-07,3381165344
5.1200004236307e-07,4170907224
4.6299999212351395e-07,2236707325
4.980000767318415e-07,2312586412
5.169999894860666e-07,2488394120
5.000000555810402e-07,4145824107
4.419999868332525e-07,3135635880
4.6599996039731195e-07,3864106303
4.909999233859708e-07,2410656435
4.830000079891761e-07,2697230349
4.690000423579477e-07,2808862766
4.859999762629741e-07,3541545561
4.889999445367721e-07,3857919797
4.75999968330143e-07,4069730415
4.900000476482091e-07,3930100007
4.920000264974078e-07,4176057675
4.879999551121728e-07,2324199674
4.769999577547424e-07,2565400080
4.690000423579477e-07,2929270214
4.6299999212351395e-07,3457379165
5.089999604024342e-07,2556624055
4.829998943023384e-07,2947404219
4.6299999212351395e-07,4129410601
4.6599996039731195e-07,2191090713
4.890000582236098e-07,2571892153
4.940000053466065e-07,2220398188
4.839999974137754e-07,4197035111
4.909999233859708e-07,3816801845
5.140000212122686e-07,2538171731
4.980000767318415e-07,2472176466
4.64000095234951e-07,2978096764
5.1200004236307e-07,3968176742
4.940000053466065e-07,4193425746
4.849999868383748e-07,2151943162
4.679999392465106e-07,4012648612
4.639999815481133e-07,2917118842
4.830000079891761e-07,2200330361
5.089999604024342e-07,2891739073
4.690000423579477e-07,4270509862
4.900000476482091e-07,3172776113
4.889999445367721e-07,3913921199
5.140000212122686e-07,4127681126
4.679999392465106e-07,2648499870
5.080000846646726e-07,3570456027
5.100000635138713e-07,3570122414
4.73000000056345e-07,2230959687
4.6800005293334834e-07,3137747983
4.910000370728085e-07,3534323351
5.019999207434012e-07,2660277013
4.940000053466065e-07,3514384204
4.879999551121728e-07,2547350609
4.6500008465955034e-07,3472267207
4.880000687990105e-07,3220782553
4.910000370728085e-07,2672569961
4.830000079891761e-07,3340708615
4.860000899498118e-07,3465423770
4.879999551121728e-07,3707576664
4.909999233859708e-07,3453724817
5.129999181008316e-07,3920737775
4.75999968330143e-07,4120705275
4.749999789055437e-07,2606514017
5.299999656926957e-07,2963051060
4.830000079891761e-07,3545542621
4.969999736204045e-07,2327932464
4.6299999212351395e-07,3530812223
4.959999841958052e-07,2709804903
4.800000397153781e-07,2930554097
5.059999921286362e-07,3879809125
4.799999260285404e-07,2715827380
4.720000106317457e-07,2621739385
4.860000899498118e-07,2713911271
5.020000344302389e-07,4135276879
4.940000053466065e-07,2547533213
4.930000159220072e-07,2903420840
4.940000053466065e-07,2443070766
4.78999936603941e-07,2332566371
4.81999904877739e-07,4293936068
4.639999815481133e-07,2416546220
5.109999392516329e-07,2955439339
4.940000053466065e-07,2199711792
4.949999947712058e-07,2391478100
4.780000608661794e-07,2836942596
4.959999841958052e-07,2271652329
4.820000185645767e-07,3774796760
4.639999815481133e-07,3015410565
4.749999789055437e-07,2558213310
5.089999604024342e-07,2416103336
4.810000291399774e-07,2370613944
4.639999815481133e-07,2823571083
5.260000079942984e-07,2220812123
